,PCS_OFF_ID,tip_id,matched_tip_id
1140,1718632.0,,617
1141,1385657.0,,617
1142,1388870.0,,618
1143,1787654.0,,623
1144,1198465.0,,623
1145,1059710.0,,623
1146,1511094.0,,623
1147,1373512.0,,627
1148,1581427.0,,627
1149,859846.0,,628
1150,724909.0,,632
1151,938352.0,,632
1152,,2271.0,632
1153,805885.0,,632
1154,1097632.0,,633
1155,1393428.0,,633
1156,1914058.0,,633
1157,1884075.0,,633
1158,698611.0,,635
1159,911848.0,,635
1160,883376.0,,635
1161,877054.0,,635
1162,383211.0,,643
1163,406648.0,,643
1164,344747.0,,643
1165,235283.0,,643
1166,1009161.0,,647
1167,1890416.0,,647
1168,283127.0,,648
1169,1368081.0,,648
1170,411866.0,,648
1171,1399723.0,,648
1172,319471.0,,650
1173,1587674.0,,650
1174,398282.0,,650
1175,313335.0,,650
1176,1286364.0,,652
1177,1877683.0,,652
1178,1201627.0,,652
1179,1445664.0,,652
1180,1795461.0,,658
1181,1208219.0,,658
1182,1644866.0,,658
1183,1503061.0,,658
1184,877602.0,,659
1185,848621.0,,659
1186,1266224.0,,659
1187,838420.0,,659
1188,847779.0,,661
1189,913252.0,,661
1190,900658.0,,661
1191,909461.0,,661
1192,1865205.0,,665
1193,1732925.0,,668
1194,1386722.0,,668
1195,1467788.0,,668
1196,1873051.0,,668
1197,659426.0,,671
1198,1885249.0,,671
1199,1305595.0,,671
1200,1328810.0,,671
1201,924619.0,,673
1202,925620.0,,673
1203,901324.0,,673
1204,375435.0,,673
1205,681845.0,,675
1206,865465.0,,675
1207,898174.0,,675
1208,785480.0,,675
1209,932321.0,,676
1210,850080.0,,676
1211,333200.0,,676
1212,1346040.0,,676
1213,1046158.0,,680
1214,1016239.0,,680
1215,1599618.0,,680
1216,1079454.0,,680
1217,1787441.0,,681
1218,842433.0,,681
1219,1682173.0,,681
1220,883351.0,,681
1221,922867.0,,686
1222,893419.0,,686
1223,861361.0,,686
1224,1180546.0,,686
1225,678751.0,,687
1226,917733.0,,687
1227,832464.0,,687
1228,690839.0,,687
1229,382889.0,,688
1230,1349619.0,,688
1231,797662.0,,688
1232,1368686.0,,688
1233,871701.0,,691
1234,828947.0,,691
1235,1189855.0,,691
1236,370932.0,,691
1237,1059793.0,,694
1238,530779.0,,694
1239,685248.0,,694
1240,,1205.0,694
1241,872646.0,,698
1242,1575257.0,,698
1243,475956.0,,698
1244,1400882.0,,698
1245,422658.0,,708
1246,762498.0,,708
1247,887063.0,,708
1248,527797.0,,708
1249,1714812.0,,709
1250,1501171.0,,709
1251,1161221.0,,709
1252,1887747.0,,709
1253,753555.0,,713
1254,673320.0,,713
1255,,2259.0,713
1256,922703.0,,713
1257,1465357.0,,714
1258,1310348.0,,715
1259,850680.0,,716
1260,888114.0,,716
1261,858468.0,,716
1262,832010.0,,716
1263,927849.0,,717
1264,415453.0,,717
1265,457908.0,,717
1266,760396.0,,717
1267,891160.0,,723
1268,901146.0,,723
1269,762755.0,,723
1270,885615.0,,723
1271,1828663.0,,724
1272,1164169.0,,724
1273,886074.0,,724
1274,376417.0,,724
1275,703489.0,,725
1276,724172.0,,725
1277,511991.0,,725
1278,756495.0,,725
1279,502234.0,,726
1280,392473.0,,726
1281,663653.0,,726
1282,515166.0,,727
1283,442978.0,,727
1284,1136705.0,,728
